# Summary stats for batch processing of regression models
# timestamp: 2018-03-28 15:49:46
# Adrian Wiegman
# ------------------------

"ID","fileName","slope","pVal","r2","RAWnrow","CLEANnrow"
69,"randomXY069.csv",-0.228420676994089,0.255415511922074,0.0514090777473723,41,27
70,"randomXY070.csv",0.144749241369413,0.526647535557506,0.0214260663874444,35,21
71,"randomXY071.csv",0.086037241575544,0.425458433687484,0.00909748415418598,89,72
72,"randomXY072.csv",-0.156704478107678,0.298026876411424,0.0300424710957151,49,38
73,"randomXY073.csv",-0.239434741244966,0.132727356071942,0.0671712366865358,39,35
74,"randomXY074.csv",-0.0326283913383191,0.849781884075064,0.000739297603111824,59,51
75,"randomXY075.csv",0.123526834411292,0.456225836947595,0.0132866147840396,54,44
76,"randomXY076.csv",0.268166234491921,0.279537257006717,0.0965628970628202,20,14
77,"randomXY077.csv",0.204065439757887,0.262144493310299,0.0463293979923764,41,29
78,"randomXY078.csv",0.0612587369841645,0.752528021558785,0.00315077284404225,42,34
79,"randomXY079.csv",-0.098200703803104,0.462106745761351,0.0102472888642082,67,55
80,"randomXY080.csv",0.0764384506794791,0.738506944049481,0.00569680558107827,26,22
81,"randomXY081.csv",-0.0890436470501936,0.598397931293561,0.00736982961935469,54,40
82,"randomXY082.csv",0.122400644912824,0.455251400247622,0.0121780821251167,54,48
83,"randomXY083.csv",0.0432236582698837,0.695409286416685,0.00237371946582749,73,67
84,"randomXY084.csv",-0.159013238290941,0.162771285845002,0.0245127069018566,89,81
85,"randomXY085.csv",-0.226541736553964,0.188118095421886,0.046344812549523,45,39
86,"randomXY086.csv",-0.180999208947615,0.216856315155685,0.0315938583698061,63,50
87,"randomXY087.csv",-0.217029580601169,0.283013053823347,0.0370771275612469,41,33
88,"randomXY088.csv",-0.265605802247583,0.191220992229894,0.0799132225051081,27,23
89,"randomXY089.csv",0.0584790054420887,0.623020690194233,0.00459195662575854,63,55
90,"randomXY090.csv",-0.188533956763471,0.390843244237247,0.0530373178885015,16,16
91,"randomXY091.csv",0.380683569521219,0.6265675536244,0.0509279465446364,25,7
92,"randomXY092.csv",0.0109755887790029,0.954784494267987,0.000116877276402807,38,30
93,"randomXY093.csv",-0.212659788953446,0.057763542860893,0.0512010884176771,82,71
94,"randomXY094.csv",-0.0939293019085229,0.622671879447572,0.00790611985031753,44,33
95,"randomXY095.csv",-0.186005794041283,0.117950197698882,0.0288481786809705,92,86
96,"randomXY096.csv",0.0893280891811069,0.423240084864236,0.00765066768643064,92,86
97,"randomXY097.csv",0.0230916305498261,0.879289424430145,0.000465817316198746,61,52
98,"randomXY098.csv",0.0955697110550038,0.424332665515662,0.00941118795923339,79,70
99,"randomXY099.csv",-0.222852561942324,0.0787719943868027,0.0541508067171114,66,58
100,"randomXY100.csv",-0.0697247292462108,0.57799908805696,0.00425948842483094,84,75
